Date,Bitcoin_price,Ethereum_price,Cardano_price,Ripple_price,S&P500,DJI,NASDAQ,Gold,Silver,Commodities,T_Bill,Oil,Twitter_volume,Google_trends
01/10/2013,123.65499,0,0,0,1695,15191.7002,3817.97998,124.589996,20.41,31.879999,2.646,102.040001,0,2
02/10/2013,125.455,0,0,0,1693.869995,15133.13965,3815.02002,127.059998,20.92,32.360001,2.626,104.099998,0,2
03/10/2013,108.58483,0,0,0,1678.660034,14996.48047,3774.340088,127.18,20.92,32.27,2.606,103.309998,0,2
04/10/2013,118.67466,0,0,0,1690.5,15072.58008,3807.75,126.529999,20.93,32.400002,2.652,103.839996,0,2
05/10/2013,121.33866,0,0,0,1690.5,15072.58008,3807.75,126.529999,20.93,32.400002,2.652,103.839996,0,2
06/10/2013,120.65533,0,0,0,1690.5,15072.58008,3807.75,126.529999,20.93,32.400002,2.652,103.839996,0,2
07/10/2013,121.795,0,0,0,1676.119995,14936.24023,3770.379883,127.639999,21.530001,32.599998,2.634,103.029999,0,2
08/10/2013,123.033,0,0,0,1655.449951,14776.53027,3694.830078,127.400002,21.49,32.639999,2.636,103.489998,0,2
09/10/2013,124.049,0,0,0,1656.400024,14802.98047,3677.780029,126.110001,21.049999,32.459999,2.65,101.610001,0,2
10/10/2013,125.96116,0,0,0,1692.560059,15126.07031,3760.75,124.269997,20.83,32.950001,2.685,103.010002,0,2
11/10/2013,125.27966,0,0,0,1703.199951,15237.11035,3791.870117,122.599998,20.52,32.799999,2.682,102.019997,0,2
12/10/2013,125.9275,0,0,0,1703.199951,15237.11035,3791.870117,122.599998,20.52,32.799999,2.682,102.019997,0,2
13/10/2013,126.38333,0,0,0,1703.199951,15237.11035,3791.870117,122.599998,20.52,32.799999,2.682,102.019997,0,2
14/10/2013,135.24199,0,0,0,1710.140015,15301.25977,3815.280029,122.830002,20.5,32.779999,2.691,102.410004,0,2
15/10/2013,133.20333,0,0,0,1698.060059,15168.00977,3794.01001,123.730003,20.559999,32.490002,2.72,101.209999,0,2
16/10/2013,142.76333,0,0,0,1721.540039,15373.83008,3839.429932,123.540001,20.5,32.810001,2.671,102.290001,0,2
17/10/2013,137.92333,0,0,0,1733.150024,15371.65039,3863.149902,127.419998,21.049999,32.52,2.587,100.669998,0,2
18/10/2013,142.95166,0,0,0,1744.5,15399.65039,3914.280029,126.849998,21.110001,32.77,2.589,100.809998,0,2
19/10/2013,152.55183,0,0,0,1744.5,15399.65039,3914.280029,126.849998,21.110001,32.77,2.589,100.809998,0,2
20/10/2013,160.33883,0,0,0,1744.5,15399.65039,3914.280029,126.849998,21.110001,32.77,2.589,100.809998,0,2
21/10/2013,164.31499,0,0,0,1744.660034,15392.2002,3920.050049,126.980003,21.41,32.52,2.609,99.220001,0,2
22/10/2013,177.63333,0,0,0,1754.670044,15467.66016,3929.570068,129.339996,21.870001,32.330002,2.512,97.800003,0,2
23/10/2013,188.29716,0,0,0,1746.380005,15413.33008,3907.070068,128.690002,21.75,31.860001,2.485,96.860001,0,2
24/10/2013,200.70166,0,0,0,1752.069946,15509.20996,3928.959961,129.899994,21.870001,31.799999,2.522,97.110001,0,2
25/10/2013,180.355,0,0,0,1759.77002,15570.28027,3943.360107,130.460007,21.709999,31.98,2.503,97.849998,0,2
26/10/2013,175.03166,0,0,0,1759.77002,15570.28027,3943.360107,130.460007,21.709999,31.98,2.503,97.849998,0,2
27/10/2013,177.6965,0,0,0,1759.77002,15570.28027,3943.360107,130.460007,21.709999,31.98,2.503,97.849998,0,2
28/10/2013,187.15983,0,0,0,1762.109985,15568.92969,3940.129883,130.559998,21.68,32.18,2.512,98.68,0,2
29/10/2013,192.75666,0,0,0,1771.949951,15680.34961,3952.340088,129.770004,21.690001,32.09,2.507,98.199997,0,2
30/10/2013,197.4,0,0,0,1763.310059,15618.75977,3930.620117,129.600006,21.879999,32.110001,2.527,96.769997,0,2
31/10/2013,196.02499,0,0,0,1756.540039,15545.75,3919.709961,127.739998,21.1,31.91,2.542,96.379997,0,2
01/11/2013,198.04883,0,0,0,1761.640015,15615.54981,3922.040039,126.949997,21.08,31.379999,2.62,94.610001,0,2
02/11/2013,198.93233,0,0,0,1761.640015,15615.54981,3922.040039,126.949997,21.08,31.379999,2.62,94.610001,0,2
03/11/2013,200.543,0,0,0,1761.640015,15615.54981,3922.040039,126.949997,21.08,31.379999,2.62,94.610001,0,2
04/11/2013,210.3075,0,0,0,1767.930054,15639.12012,3936.590088,126.809998,20.85,31.120001,2.602,94.620003,0,2
05/11/2013,225.02,0,0,0,1762.969971,15618.21973,3939.860107,126.559998,20.9,31.02,2.662,93.370003,0,2
06/11/2013,248.25333,0,0,0,1770.48999,15746.87988,3931.949951,127.199997,21,31.09,2.64,94.800003,0,2
07/11/2013,262.32666,0,0,0,1747.150024,15593.98047,3857.330078,126.160004,20.83,30.84,2.613,94.199997,0,2
08/11/2013,294.48699,0,0,0,1770.609985,15761.78027,3919.22998,124.279999,20.690001,31.030001,2.746,94.599998,0,2
09/11/2013,331.10325,0,0,0,1770.609985,15761.78027,3919.22998,124.279999,20.690001,31.030001,2.746,94.599998,0,2
10/11/2013,285.8875,0,0,0,1770.609985,15761.78027,3919.22998,124.279999,20.690001,31.030001,2.746,94.599998,0,2
11/11/2013,304.97974,0,0,0,1771.890015,15783.09961,3919.790039,123.870003,20.6,31.299999,2.751,95.139999,0,2
12/11/2013,338.137,0,0,0,1767.689941,15750.66992,3919.919922,122.449997,20,31.030001,2.768,93.040001,0,2
13/11/2013,357.48,0,0,0,1782,15821.62988,3965.580078,122.849998,19.780001,31.16,2.725,93.879997,0,2
14/11/2013,402.954,0,0,0,1790.619995,15876.21973,3972.73999,124.269997,20.049999,31.35,2.702,93.760002,0,2
15/11/2013,409.10375,0,0,0,1798.180054,15961.7002,3985.969971,124.32,20,31.42,2.709,93.839996,0,2
16/11/2013,420.21649,0,0,0,1798.180054,15961.7002,3985.969971,124.32,20,31.42,2.709,93.839996,0,2
17/11/2013,437.29725,0,0,0,1798.180054,15961.7002,3985.969971,124.32,20,31.42,2.709,93.839996,0,2
18/11/2013,510.6025,0,0,0,1791.530029,15976.01953,3949.070068,122.900002,19.67,31.139999,2.678,93.029999,0,2
19/11/2013,693.65,0,0,0,1787.869995,15967.03027,3931.550049,122.949997,19.610001,31.16,2.712,93.339996,0,2
20/11/2013,531.54249,0,0,0,1781.369995,15900.82031,3921.27002,120.120003,19.139999,31.18,2.792,93.330002,0,2
21/11/2013,574.71599,0,0,0,1795.849976,16009.99023,3969.159912,119.940002,19.24,31.700001,2.784,95.440002,0,2
22/11/2013,681.33,0,0,0,1804.76001,16064.76953,3991.649902,119.919998,19.129999,31.790001,2.752,94.839996,0,2
23/11/2013,774.18,0,0,0,1804.76001,16064.76953,3991.649902,119.919998,19.129999,31.790001,2.752,94.839996,0,2
24/11/2013,746.19374,0,0,0,1804.76001,16064.76953,3991.649902,119.919998,19.129999,31.790001,2.752,94.839996,0,2
25/11/2013,768.8475,0,0,0,1802.47998,16072.54004,3994.570068,120.459999,19.27,31.690001,2.741,94.089996,0,2
26/11/2013,789.36475,0,0,0,1802.75,16072.79981,4017.75,119.82,19.129999,31.719999,2.696,93.68,0,2
27/11/2013,893.1815,0,0,0,1807.22998,16097.33008,4044.75,119.459999,18.959999,31.629999,2.736,92.300003,0,2
28/11/2013,934.355,0,0,0,1807.22998,16097.33008,4044.75,119.459999,18.959999,31.629999,2.736,92.300003,0,2
29/11/2013,1068.363,0,0,0,1805.810059,16086.41016,4059.889893,120.699997,19.24,31.76,2.736,92.300003,0,2
30/11/2013,1154.92593,0,0,0,1805.810059,16086.41016,4059.889893,120.699997,19.24,31.76,2.736,92.300003,0,2
01/12/2013,1099.51926,0,0,0,1805.810059,16086.41016,4059.889893,120.699997,19.24,31.76,2.736,92.300003,0,2
02/12/2013,1019.78966,0,0,0,1800.900024,16008.76953,4045.26001,117.580002,18.459999,31.77,2.801,93.82,0,2
03/12/2013,1028.845,0,0,0,1795.150024,15914.62012,4037.199951,117.959999,18.42,32.049999,2.775,96.040001,0,2
04/12/2013,1071.2848,0,0,0,1792.810059,15889.76953,4038,119.959999,19,32.150002,2.841,97.199997,0,2
05/12/2013,1139.33083,0,0,0,1785.030029,15821.50977,4033.169922,118.300003,18.690001,32.09,2.862,97.379997,0,2
06/12/2013,1004.61633,0,0,0,1805.089966,16020.2002,4062.52002,118.550003,18.76,32.220001,2.883,97.650002,0,2
07/12/2013,759.43041,0,0,0,1805.089966,16020.2002,4062.52002,118.550003,18.76,32.220001,2.883,97.650002,0,2
08/12/2013,689.81,0,0,0,1805.089966,16020.2002,4062.52002,118.550003,18.76,32.220001,2.883,97.650002,0,2
09/12/2013,841.83966,0,0,0,1808.369995,16025.53027,4068.75,119.720001,19.120001,31.959999,2.857,97.339996,0,2
10/12/2013,916.77599,0,0,0,1802.619995,15973.12988,4060.48999,121.82,19.66,32.119999,2.797,98.510002,0,2
11/12/2013,967.42866,0,0,0,1782.219971,15843.53027,4003.810059,120.860001,19.549999,32.060001,2.844,97.440002,0,2
12/12/2013,866.29003,0,0,0,1775.5,15739.42969,3998.399902,118.290001,18.809999,31.799999,2.877,97.5,0,2
13/12/2013,911.23204,0,0,0,1775.319946,15755.36035,4000.97998,119.379997,18.950001,31.74,2.868,96.599998,0,2
14/12/2013,889.81946,0,0,0,1775.319946,15755.36035,4000.97998,119.379997,18.950001,31.74,2.868,96.599998,0,2
15/12/2013,848.9975,0,0,0,1775.319946,15755.36035,4000.97998,119.379997,18.950001,31.74,2.868,96.599998,0,2
16/12/2013,868.95316,0,0,0,1786.540039,15884.57031,4029.52002,119.690002,19.219999,31.870001,2.877,97.480003,0,2
17/12/2013,653.80483,0,0,0,1781,15875.25977,4023.679932,118.650002,19.139999,31.75,2.843,97.220001,0,2
18/12/2013,654.06266,0,0,0,1810.650024,16167.96973,4070.060059,117.610001,19.09,31.879999,2.885,97.800003,0,2
19/12/2013,553.69166,0,0,0,1809.599976,16179.08008,4058.139893,114.82,18.49,32.049999,2.925,98.769997,0,2
20/12/2013,693.05883,0,0,0,1818.319946,16221.13965,4104.740234,115.940002,18.620001,32.389999,2.887,99.32,0,2
21/12/2013,649.38965,0,0,0,1818.319946,16221.13965,4104.740234,115.940002,18.620001,32.389999,2.887,99.32,0,2
22/12/2013,595.95883,0,0,0,1818.319946,16221.13965,4104.740234,115.940002,18.620001,32.389999,2.887,99.32,0,2
23/12/2013,647.68316,0,0,0,1827.98999,16294.61035,4148.899902,115.57,18.719999,32.360001,2.929,98.910004,0,2
24/12/2013,671.58116,0,0,0,1833.319946,16357.54981,4155.419922,116.099998,18.76,32.470001,2.929,98.910004,0,2
25/12/2013,659.84333,0,0,0,1833.319946,16357.54981,4155.419922,116.099998,18.76,32.470001,2.929,98.910004,0,2
26/12/2013,702.00083,0,0,0,1842.02002,16479.88086,4167.180176,116.739998,19.02,32.459999,2.99,99.550003,0,2
27/12/2013,758.01016,0,0,0,1841.400024,16478.41016,4156.589844,117.120003,19.27,32.52,3.006,100.32,0,2
28/12/2013,734.01166,0,0,0,1841.400024,16478.41016,4156.589844,117.120003,19.27,32.52,3.006,100.32,0,2
29/12/2013,717.92623,0,0,0,1841.400024,16478.41016,4156.589844,117.120003,19.27,32.52,3.006,100.32,0,2
30/12/2013,752.82022,0,0,0,1841.069946,16504.28906,4154.200195,115.389999,18.85,32.299999,2.976,99.290001,0,2
31/12/2013,744.17249,0,0,0,1848.359985,16576.66016,4176.589844,116.120003,18.709999,32.189999,3.026,98.419998,0,2
01/01/2014,768.40783,0,0,0,1848.359985,16576.66016,4176.589844,116.120003,18.709999,32.189999,3.026,98.419998,0,2
02/01/2014,769.09849,0,0,0,1831.97998,16441.34961,4143.069824,118,19.23,31.360001,2.985,95.440002,0,2
03/01/2014,804.02719,0,0,0,1831.369995,16469.99023,4131.910156,119.290001,19.42,31.23,2.995,93.959999,0,2
04/01/2014,813.31748,0,0,0,1831.369995,16469.99023,4131.910156,119.290001,19.42,31.23,2.995,93.959999,0,2
05/01/2014,871.11583,0,0,0,1831.369995,16469.99023,4131.910156,119.290001,19.42,31.23,2.995,93.959999,0,2
06/01/2014,970.65083,0,0,0,1826.77002,16425.09961,4113.680176,119.5,19.42,31.25,2.961,93.43,0,2
07/01/2014,962.46447,0,0,0,1837.880005,16530.93945,4153.180176,118.82,19.129999,31.26,2.937,93.669998,0,2
08/01/2014,855.75933,0,0,0,1837.48999,16462.74023,4165.609863,118.120003,18.83,31,2.993,92.330002,0,2
09/01/2014,860.84166,0,0,0,1838.130005,16444.75977,4156.189941,118.459999,18.84,30.85,2.963,91.660004,0,2
10/01/2014,847.5325,0,0,0,1842.369995,16437.05078,4174.669922,120.260002,19.379999,31.049999,2.86,92.720001,0,2
11/01/2014,892.26115,0,0,0,1842.369995,16437.05078,4174.669922,120.260002,19.379999,31.049999,2.86,92.720001,0,2
12/01/2014,916.69666,0,0,0,1842.369995,16437.05078,4174.669922,120.260002,19.379999,31.049999,2.86,92.720001,0,2
13/01/2014,873.27168,0,0,0,1819.199951,16257.94043,4113.299805,121.019997,19.68,30.9,2.827,91.800003,0,2
14/01/2014,863.69888,0,0,0,1838.880005,16373.86035,4183.02002,119.889999,19.42,30.93,2.869,92.589996,0,2
15/01/2014,853.25666,0,0,0,1848.380005,16481.93945,4214.879883,119.660004,19.4,31.15,2.884,94.169998,0,2
16/01/2014,874.07416,0,0,0,1845.890015,16417.00977,4218.689941,119.790001,19.35,31.059999,2.843,93.959999,0,2
17/01/2014,842.19173,0,0,0,1838.699951,16458.56055,4197.580078,120.93,19.51,31.120001,2.827,94.370003,0,2
18/01/2014,834.86666,0,0,0,1838.699951,16458.56055,4197.580078,120.93,19.51,31.120001,2.827,94.370003,0,2
19/01/2014,838.42916,0,0,0,1838.699951,16458.56055,4197.580078,120.93,19.51,31.120001,2.827,94.370003,0,2
20/01/2014,881.87583,0,0,0,1838.699951,16458.56055,4197.580078,120.93,19.51,31.120001,2.827,94.370003,0,2
21/01/2014,873.28916,0,0,0,1843.800049,16414.43945,4225.759766,119.699997,19.17,31.26,2.825,94.989998,0,2
22/01/2014,874.13266,0,0,0,1844.859985,16373.33984,4243,119.190002,19.030001,31.620001,2.86,96.730003,0,2
23/01/2014,864.56116,0,0,0,1828.459961,16197.34961,4218.879883,121.790001,19.26,31.57,2.773,97.32,0,2
24/01/2014,838.14997,0,0,0,1790.290039,15879.11035,4128.169922,122.290001,19.16,31.690001,2.735,96.639999,0,2
25/01/2014,834.57416,0,0,0,1790.290039,15879.11035,4128.169922,122.290001,19.16,31.690001,2.735,96.639999,0,2
26/01/2014,858.12641,0,0,0,1790.290039,15879.11035,4128.169922,122.290001,19.16,31.690001,2.735,96.639999,0,2
27/01/2014,887.08337,0,0,0,1781.560059,15837.87988,4083.610107,120.959999,18.889999,31.42,2.766,95.720001,0,2
28/01/2014,830.53133,0,0,0,1792.5,15928.55957,4097.959961,120.949997,18.85,31.65,2.746,97.410004,0,2
29/01/2014,832.89496,0,0,0,1774.199951,15738.79004,4051.429932,122.470001,19.02,31.709999,2.675,97.360001,0,2
30/01/2014,832.87399,0,0,0,1794.189941,15848.61035,4123.129883,119.769997,18.49,31.719999,2.693,98.230003,0,2
31/01/2014,841.48914,0,0,0,1782.589966,15698.84961,4103.879883,120.089996,18.450001,31.48,2.668,97.489998,0,2
01/02/2014,847.36383,0,0,0,1782.589966,15698.84961,4103.879883,120.089996,18.450001,31.48,2.668,97.489998,0,2
02/02/2014,854.7225,0,0,0,1782.589966,15698.84961,4103.879883,120.089996,18.450001,31.48,2.668,97.489998,0,2
03/02/2014,856.03366,0,0,0,1741.890015,15372.79981,3996.959961,121.32,18.610001,31.440001,2.581,96.43,0,2
04/02/2014,847.70697,0,0,0,1755.199951,15445.24023,4031.52002,120.989998,18.75,31.559999,2.624,97.190002,0,2
05/02/2014,844.28836,0,0,0,1751.640015,15440.23047,4011.550049,121.290001,19.07,31.629999,2.667,97.379997,0,2
06/02/2014,802.75333,0,0,0,1773.430054,15628.53027,4057.120117,121.239998,19.17,31.790001,2.702,97.839996,0,2
07/02/2014,748.43559,0,0,0,1797.02002,15794.08008,4125.859863,122.169998,19.27,32.209999,2.675,99.879997,0,2
08/02/2014,692.66914,0,0,0,1797.02002,15794.08008,4125.859863,122.169998,19.27,32.209999,2.675,99.879997,0,2
09/02/2014,668.86463,0,0,0,1797.02002,15794.08008,4125.859863,122.169998,19.27,32.209999,2.675,99.879997,0,2
10/02/2014,700.44843,0,0,0,1799.839966,15801.79004,4148.169922,122.919998,19.290001,32.040001,2.678,100.059998,0,2
11/02/2014,694.3125,0,0,0,1819.75,15994.76953,4191.049805,124.360001,19.450001,32.16,2.719,99.940002,0,2
12/02/2014,665.7975,0,0,0,1819.26001,15963.94043,4201.290039,124.43,19.43,32.220001,2.763,100.370003,0,2
13/02/2014,645.615,0,0,0,1829.829956,16027.58984,4240.669922,125.489998,19.74,32.380001,2.736,100.349998,0,2
14/02/2014,578.4125,0,0,0,1838.630005,16154.38965,4244.02002,127.150002,20.65,32.490002,2.746,100.300003,0,2
15/02/2014,641.91,0,0,0,1838.630005,16154.38965,4244.02002,127.150002,20.65,32.490002,2.746,100.300003,0,2
16/02/2014,656.2725,0,0,0,1838.630005,16154.38965,4244.02002,127.150002,20.65,32.490002,2.746,100.300003,0,2
17/02/2014,611.04499,0,0,0,1838.630005,16154.38965,4244.02002,127.150002,20.65,32.490002,2.746,100.300003,0,2
18/02/2014,634.99,0,0,0,1840.76001,16130.40039,4272.779785,127.400002,21.129999,32.98,2.711,102.43,0,2
19/02/2014,618.79,0,0,0,1828.75,16040.55957,4237.950195,126.269997,20.629999,33.119999,2.734,103.309998,0,2
20/02/2014,619.8425,0,0,0,1839.780029,16133.23047,4267.549805,127.599998,21,33.220001,2.754,102.919998,0,2
21/02/2014,545.7625,0,0,0,1836.25,16103.29981,4263.410156,127.580002,20.969999,33.029999,2.734,102.199997,0,2
22/02/2014,561.535,0,0,0,1836.25,16103.29981,4263.410156,127.580002,20.969999,33.029999,2.734,102.199997,0,2
23/02/2014,622.22,0,0,0,1836.25,16103.29981,4263.410156,127.580002,20.969999,33.029999,2.734,102.199997,0,2
24/02/2014,572.7675,0,0,0,1847.609985,16207.13965,4292.970215,128.990005,21.18,33.18,2.75,102.82,0,2
25/02/2014,501.155,0,0,0,1845.119995,16179.66016,4287.589844,129.210007,21.02,32.990002,2.701,101.830002,0,2
26/02/2014,550.6025,0,0,0,1845.160034,16198.41016,4292.060059,128.110001,20.42,32.990002,2.673,102.589996,0,2
27/02/2014,573.1025,0,0,0,1854.290039,16272.65039,4318.930176,128.199997,20.459999,32.849998,2.642,102.400002,0,2
28/02/2014,567.2925,0,0,0,1859.449951,16321.70996,4308.120117,127.620003,20.35,32.990002,2.658,102.589996,0,2
01/03/2014,551.73,0,0,0,1859.449951,16321.70996,4308.120117,127.620003,20.35,32.990002,2.658,102.589996,0,2
02/03/2014,560.195,0,0,0,1859.449951,16321.70996,4308.120117,127.620003,20.35,32.990002,2.658,102.589996,0,2
03/03/2014,567.7,0,0,0,1845.72998,16168.03027,4277.299805,130.289993,20.620001,33.549999,2.607,104.919998,0,2
04/03/2014,666.1475,0,0,0,1873.910034,16395.88086,4351.970215,128.679993,20.370001,33.27,2.691,103.330002,0,2
05/03/2014,660.84,0,0,0,1873.810059,16360.17969,4357.970215,128.889999,20.360001,32.889999,2.698,101.449997,0,2
06/03/2014,662.0225,0,0,0,1877.030029,16421.89063,4352.129883,130.169998,20.66,33.110001,2.737,101.559998,0,2
07/03/2014,651.285,0,0,0,1878.040039,16452.7207,4336.220215,129.089996,20.08,33.16,2.79,102.580002,0,2
08/03/2014,612.33,0,0,0,1878.040039,16452.7207,4336.220215,129.089996,20.08,33.16,2.79,102.580002,0,2
09/03/2014,611.1625,0,0,0,1878.040039,16452.7207,4336.220215,129.089996,20.08,33.16,2.79,102.580002,0,2
10/03/2014,637.615,0,0,0,1877.170044,16418.67969,4334.450195,129.130005,20.01,32.889999,2.784,101.120003,0,2
11/03/2014,626,0,0,0,1867.630005,16351.25,4307.189941,129.860001,20.040001,32.779999,2.766,100.029999,0,2
12/03/2014,633.74749,0,0,0,1868.199951,16340.08008,4323.330078,131.759995,20.469999,32.669998,2.726,97.989998,0,2
13/03/2014,631.755,0,0,0,1846.339966,16108.88965,4260.419922,132.210007,20.360001,32.470001,2.653,98.199997,0,2
14/03/2014,636.41414,0,0,0,1841.130005,16065.66992,4245.399902,133.100006,20.620001,32.709999,2.645,98.889999,0,2
15/03/2014,628.18751,0,0,0,1841.130005,16065.66992,4245.399902,133.100006,20.620001,32.709999,2.645,98.889999,0,2
16/03/2014,632.95333,0,0,0,1841.130005,16065.66992,4245.399902,133.100006,20.620001,32.709999,2.645,98.889999,0,2
17/03/2014,630.34833,0,0,0,1858.829956,16247.21973,4279.950195,131.639999,20.33,32.380001,2.699,98.080002,0,2
18/03/2014,617.24333,0,0,0,1872.25,16336.19043,4333.310059,130.619995,20.01,32.630001,2.681,99.699997,0,2
19/03/2014,616.86665,0,0,0,1860.77002,16222.16992,4307.600098,128.089996,19.790001,32.549999,2.772,100.370003,0,2
20/03/2014,601.015,0,0,0,1872.01001,16331.04981,4319.290039,127.860001,19.52,32.48,2.775,99.43,0,2
21/03/2014,581.33333,0,0,0,1866.52002,16302.76953,4276.790039,128.470001,19.52,32.57,2.75,99.459999,0,2
22/03/2014,570.36168,0,0,0,1866.52002,16302.76953,4276.790039,128.470001,19.52,32.57,2.75,99.459999,0,2
23/03/2014,562.95333,0,0,0,1866.52002,16302.76953,4276.790039,128.470001,19.52,32.57,2.75,99.459999,0,2
24/03/2014,557.16833,0,0,0,1857.439941,16276.69043,4226.390137,126.18,19.209999,32.549999,2.733,99.599998,0,2
25/03/2014,573.34998,0,0,0,1865.619995,16367.87988,4234.27002,126.410004,19.219999,32.619999,2.735,99.190002,0,2
26/03/2014,572.49161,0,0,0,1852.560059,16268.99023,4173.580078,125.410004,19.02,32.639999,2.701,100.260002,0,2
27/03/2014,570.54833,0,0,0,1849.040039,16264.23047,4151.22998,124.589996,19,32.93,2.672,101.279999,0,2
28/03/2014,509.70665,0,0,0,1857.619995,16323.05957,4155.759766,124.559998,19.059999,32.98,2.712,101.669998,0,2
29/03/2014,499.24998,0,0,0,1857.619995,16323.05957,4155.759766,124.559998,19.059999,32.98,2.712,101.669998,0,2
30/03/2014,486.80845,0,0,0,1857.619995,16323.05957,4155.759766,124.559998,19.059999,32.98,2.712,101.669998,0,2
31/03/2014,472.4783,0,0,0,1872.339966,16457.66016,4198.990234,123.610001,19.040001,32.970001,2.723,101.580002,0,2
01/04/2014,464.88,0,0,0,1885.52002,16532.60938,4268.040039,123.389999,19.059999,32.48,2.759,99.739998,0,2
02/04/2014,480.16581,0,0,0,1890.900024,16573,4276.459961,124.32,19.190001,32.360001,2.803,99.620003,0,2
03/04/2014,427.87498,0,0,0,1888.77002,16572.55078,4237.740234,123.919998,19.059999,32.650002,2.79,100.290001,0,2
04/04/2014,432.99716,0,0,0,1865.089966,16412.71094,4127.72998,125.57,19.16,32.799999,2.726,101.139999,0,2
05/04/2014,453.87148,0,0,0,1865.089966,16412.71094,4127.72998,125.57,19.16,32.799999,2.726,101.139999,0,2
06/04/2014,462.445,0,0,0,1865.089966,16412.71094,4127.72998,125.57,19.16,32.799999,2.726,101.139999,0,2
07/04/2014,456.46948,0,0,0,1845.040039,16245.87012,4079.75,124.910004,19.129999,32.669998,2.695,100.440002,0,2
08/04/2014,452.81,0,0,0,1851.959961,16256.13965,4112.990234,126.089996,19.23,33.049999,2.681,102.559998,0,2
09/04/2014,450.48083,0,0,0,1872.180054,16437.17969,4183.899902,126.32,19.110001,33.23,2.684,103.599998,0,2
10/04/2014,426.98333,0,0,0,1833.079956,16170.21973,4054.110107,127.010002,19.27,33.189999,2.628,103.400002,0,2
11/04/2014,374.59166,0,0,0,1815.689941,16026.75,3999.72998,126.93,19.190001,33.139999,2.619,103.739998,0,2
12/04/2014,438.24666,0,0,0,1815.689941,16026.75,3999.72998,126.93,19.190001,33.139999,2.619,103.739998,0,2
13/04/2014,423.51566,0,0,0,1815.689941,16026.75,3999.72998,126.93,19.190001,33.139999,2.619,103.739998,0,2
14/04/2014,409.03166,0,0,0,1830.609985,16173.24023,4022.689941,127.849998,19.209999,33.450001,2.639,104.050003,0,2
15/04/2014,455.28316,0,0,0,1842.97998,16262.55957,4034.159912,125.489998,18.879999,33.509998,2.628,103.75,0,2
16/04/2014,517.09666,0,0,0,1862.310059,16424.84961,4086.22998,125.540001,18.879999,33.59,2.637,103.760002,0,2
17/04/2014,522.455,0,0,0,1864.849976,16408.53906,4095.52002,124.75,18.879999,33.689999,2.721,104.300003,0,2
18/04/2014,490.8785,0,0,0,1864.849976,16408.53906,4095.52002,124.75,18.879999,33.689999,2.721,104.300003,0,2
19/04/2014,469.38332,0,0,0,1864.849976,16408.53906,4095.52002,124.75,18.879999,33.689999,2.721,104.300003,0,2
20/04/2014,507.80663,0,0,0,1864.849976,16408.53906,4095.52002,124.75,18.879999,33.689999,2.721,104.300003,0,2
21/04/2014,505.09665,0,0,0,1871.890015,16449.25,4121.549805,124.239998,18.67,33.59,2.721,104.370003,0,2
22/04/2014,497.65001,0,0,0,1879.550049,16514.36914,4161.459961,123.779999,18.709999,33.48,2.726,102.129997,0,2
23/04/2014,487.84,0,0,0,1875.390015,16501.65039,4126.970215,123.760002,18.690001,33.41,2.686,101.440002,0,2
24/04/2014,487.11333,0,0,0,1878.609985,16501.65039,4148.339844,124.559998,18.92,33.669998,2.688,101.940002,0,2
25/04/2014,469.08816,0,0,0,1863.400024,16361.45996,4075.560059,125.43,18.940001,33.459999,2.666,100.599998,0,2
26/04/2014,448.77834,0,0,0,1863.400024,16361.45996,4075.560059,125.43,18.940001,33.459999,2.666,100.599998,0,2
27/04/2014,452.14829,0,0,0,1863.400024,16361.45996,4075.560059,125.43,18.940001,33.459999,2.666,100.599998,0,2
28/04/2014,426.78166,0,0,0,1869.430054,16448.74023,4074.399902,124.879997,18.85,33.330002,2.677,100.839996,0,2
29/04/2014,432.60498,0,0,0,1878.329956,16535.36914,4103.540039,124.860001,18.76,33.490002,2.695,101.279999,0,2
30/04/2014,444.85668,0,0,0,1883.949951,16580.83984,4114.560059,124.220001,18.459999,33.299999,2.648,99.739998,0,2
01/05/2014,454.55666,0,0,0,1883.680054,16558.86914,4127.450195,123.800003,18.35,33.23,2.606,99.419998,0,2
02/05/2014,453.59833,0,0,0,1881.140015,16512.89063,4123.899902,125.059998,18.690001,33.25,2.591,99.760002,0,2
03/05/2014,441.97833,0,0,0,1881.140015,16512.89063,4123.899902,125.059998,18.690001,33.25,2.591,99.760002,0,2
04/05/2014,438.29035,0,0,0,1881.140015,16512.89063,4123.899902,125.059998,18.690001,33.25,2.591,99.760002,0,2
05/05/2014,432.78748,0,0,0,1884.660034,16530.55078,4138.060059,126.220001,18.84,33.099998,2.611,99.480003,0,2
06/05/2014,418.61831,0,0,0,1867.719971,16401.01953,4080.76001,125.980003,18.799999,33.080002,2.595,99.5,0,2
07/05/2014,428.42593,0,0,0,1878.209961,16518.53906,4067.669922,124.169998,18.57,33.23,2.59,100.769997,0,2
08/05/2014,442.57666,0,0,0,1875.630005,16550.9707,4051.5,124.169998,18.440001,33.16,2.602,100.260002,0,2
09/05/2014,439.04,0,0,0,1878.47998,16583.33984,4071.870117,124.099998,18.42,33,2.623,99.989998,0,2
10/05/2014,449.04333,0,0,0,1878.47998,16583.33984,4071.870117,124.099998,18.42,33,2.623,99.989998,0,2
11/05/2014,449.74166,0,0,0,1878.47998,16583.33984,4071.870117,124.099998,18.42,33,2.623,99.989998,0,2
