Date,Bitcoin_price,Ethereum_price,Cardano_price,Ripple_price,S&P500,DJI,NASDAQ,Gold,Silver,Commodities,T_Bill,Oil,Twitter_volume,Google_trends,Bitcoin_price_change,Bitcoin_price_change_percent,Bitcoin +/-
2013-11-21,574.71599,0.0,0.0,0.0,1795.8499760000002,16009.990230000001,3969.1599119999996,119.940002,19.24,31.700001,2.784,95.440002,0,2.0,43.17349999999999,0.08122304578134476,increase
2013-11-22,681.33,0.0,0.0,0.0,1804.7600100000002,16064.769530000001,3991.649902,119.91999799999999,19.129998999999998,31.790001,2.752,94.839996,0,2.0,106.61401000000001,0.18550729726521098,increase
2013-11-23,774.18,0.0,0.0,0.0,1804.7600100000002,16064.769530000001,3991.649902,119.91999799999999,19.129998999999998,31.790001,2.752,94.839996,0,2.0,92.84999999999991,0.13627757474351632,increase
2013-11-24,746.19374,0.0,0.0,0.0,1804.7600100000002,16064.769530000001,3991.649902,119.91999799999999,19.129998999999998,31.790001,2.752,94.839996,0,2.0,-27.986259999999902,-0.03614955178382273,decrease
2013-11-25,768.8475,0.0,0.0,0.0,1802.47998,16072.54004,3994.570068,120.459999,19.27,31.690001000000002,2.741,94.089996,0,2.0,22.65375999999992,0.03035908610007887,increase
2013-11-26,789.36475,0.0,0.0,0.0,1802.75,16072.799809999999,4017.75,119.82,19.129998999999998,31.719998999999998,2.696,93.68,0,2.0,20.51724999999999,0.02668572116056822,increase
2013-11-27,893.1815,0.0,0.0,0.0,1807.22998,16097.330080000002,4044.75,119.459999,18.959999,31.629998999999998,2.736,92.300003,0,2.0,103.81675000000007,0.13151936414692966,increase
2013-11-28,934.355,0.0,0.0,0.0,1807.22998,16097.330080000002,4044.75,119.459999,18.959999,31.629998999999998,2.736,92.300003,0,2.0,41.17349999999999,0.04609757367343592,increase
2013-11-29,1068.363,0.0,0.0,0.0,1805.810059,16086.41016,4059.889893,120.699997,19.24,31.76,2.736,92.300003,0,2.0,134.00800000000004,0.14342300303417876,increase
2013-11-30,1154.92593,0.0,0.0,0.0,1805.810059,16086.41016,4059.889893,120.699997,19.24,31.76,2.736,92.300003,0,2.0,86.56293000000005,0.0810238935642662,increase
2013-12-01,1099.51926,0.0,0.0,0.0,1805.810059,16086.41016,4059.889893,120.699997,19.24,31.76,2.736,92.300003,0,2.0,-55.40667000000008,-0.04797421943760505,decrease
2013-12-02,1019.7896599999999,0.0,0.0,0.0,1800.9000239999998,16008.769530000001,4045.26001,117.58000200000001,18.459999,31.77,2.801,93.82,0,2.0,-79.72960000000012,-0.07251314542684784,decrease
2013-12-03,1028.845,0.0,0.0,0.0,1795.1500239999998,15914.62012,4037.1999509999996,117.959999,18.42,32.049999,2.775,96.040001,0,2.0,9.055340000000115,0.00887961542971527,increase
2013-12-04,1071.2848,0.0,0.0,0.0,1792.810059,15889.769530000001,4038.0,119.959999,19.0,32.150002,2.841,97.199997,0,2.0,42.43979999999988,0.041249945327041404,increase
2013-12-05,1139.33083,0.0,0.0,0.0,1785.030029,15821.509769999999,4033.169922,118.300003,18.690001000000002,32.09,2.862,97.379997,0,2.0,68.0460300000002,0.0635181512889944,increase
2013-12-06,1004.6163300000001,0.0,0.0,0.0,1805.089966,16020.2002,4062.5200200000004,118.550003,18.76,32.220001,2.883,97.650002,0,2.0,-134.71450000000004,-0.11824001988956978,decrease
2013-12-07,759.4304099999999,0.0,0.0,0.0,1805.089966,16020.2002,4062.5200200000004,118.550003,18.76,32.220001,2.883,97.650002,0,2.0,-245.18592000000012,-0.24405926190747873,decrease
2013-12-08,689.81,0.0,0.0,0.0,1805.089966,16020.2002,4062.5200200000004,118.550003,18.76,32.220001,2.883,97.650002,0,2.0,-69.62040999999999,-0.09167450905738683,decrease
2013-12-09,841.83966,0.0,0.0,0.0,1808.369995,16025.53027,4068.75,119.720001,19.120001000000002,31.959999,2.8569999999999998,97.339996,0,2.0,152.02966000000004,0.22039352865281758,increase
